id,client_id,card_brand,card_type,card_number,expires,cvv,has_chip,num_cards_issued,credit_limit,acct_open_date,year_pin_last_changed,card_on_dark_web
4848,530,Mastercard,Debit,5609056029992567,43862,7,Yes,1,10970,41518,2013,No
4926,530,Visa,Debit,4461414789391516,44256,277,Yes,2,15458,43709,2019,No
3145,530,Mastercard,Debit,5955587375467605,44013,522,Yes,2,11475,41760,2014,No
4021,530,Mastercard,Debit,5224140626818585,42736,329,Yes,1,12031,41821,2014,No
5779,1826,Mastercard,Debit (Prepaid),5691905533359944,45566,982,Yes,1,49,37591,2009,No
4666,595,Mastercard,Debit,5406659343798231,44896,868,Yes,2,14408,39692,2008,No
3049,595,Mastercard,Debit,5268706720915465,44013,202,Yes,1,18035,40299,2010,No
4667,595,Mastercard,Debit,5007147574833881,44652,560,Yes,2,16786,39692,2008,No
2128,595,Visa,Debit,4345682874994564,43862,331,Yes,1,12009,38777,2009,No
4423,1022,Discover,Credit,6315959001873783,44287,118,Yes,1,6800,41852,2014,No
2504,1022,Mastercard,Credit,5887964726362356,44378,671,Yes,1,10300,38808,2009,No
5148,1022,Mastercard,Debit,5944670401278171,44256,806,Yes,2,16274,40087,2009,No
518,1108,Mastercard,Credit,5744439609691204,43831,662,Yes,1,28000,43831,2020,No
790,1108,Visa,Debit,4771002709933864,45383,374,Yes,2,4201,43831,2020,No
2525,246,Discover,Credit,6396980306370671,42278,37,Yes,1,25300,39173,2012,No
1158,246,Visa,Debit,4957823817777302,44621,413,Yes,1,40350,39479,2014,No
3400,246,Visa,Credit,4021539917884489,43313,497,Yes,1,22500,39600,2010,No
6075,246,Visa,Debit,4361392563969799,45200,417,Yes,1,26110,41244,2012,No
519,270,Mastercard,Debit (Prepaid),5387845577295005,43862,379,Yes,1,46,43831,2020,No
1543,270,Mastercard,Debit,5690579854372424,44075,790,Yes,1,24886,43862,2020,No
1816,270,Visa,Debit,4102843004395648,44743,452,Yes,2,12257,43862,2020,No
520,270,Mastercard,Debit,5778432883626952,43831,217,No,2,27489,43831,2020,No
5626,1945,Visa,Credit,4335011442006835,44743,412,Yes,1,9700,40483,2012,No
3381,1945,Mastercard,Debit,5131116413550841,45352,615,Yes,1,11712,39600,2019,No
4018,1945,Amex,Credit,394151199374199,43862,175,Yes,2,5900,41821,2014,No
3614,1945,Visa,Debit,4684821008065663,44287,164,Yes,1,10318,42522,2016,No
3763,1540,Mastercard,Debit,5883802092372517,41974,346,Yes,1,3836,38899,2009,No
3496,1540,Visa,Credit,4495172888223801,45261,269,Yes,2,13200,40330,2011,No
5562,1540,Mastercard,Debit (Prepaid),5037187439217055,44409,955,No,2,56,40118,2011,No
394,1149,Amex,Credit,325863166103877,43831,936,Yes,2,13800,43831,2020,No
521,1438,Mastercard,Debit,5219464488355605,44805,80,Yes,2,7767,43831,2020,No
3077,409,Visa,Debit,4702266560105457,44805,749,Yes,1,14999,40299,2010,No
4007,409,Mastercard,Debit,5215769270589143,45292,897,Yes,2,9281,41456,2013,No
5690,409,Visa,Debit,4514228052643760,45352,763,No,1,15512,41579,2013,No
1817,694,Visa,Debit (Prepaid),4316296167662583,45017,621,Yes,2,67,43862,2020,No
5583,694,Visa,Debit,4878301968196169,44805,33,Yes,1,10564,40118,2010,No
2371,382,Mastercard,Debit,5687094950907399,43678,289,Yes,1,13206,43160,2018,No
5415,382,Visa,Debit,4877797934126603,45505,237,Yes,1,11809,38292,2010,No
2103,382,Discover,Credit,6773009361532105,45444,38,Yes,1,8800,38777,2008,No
5324,629,Visa,Debit,4194422558945686,43221,208,No,1,29793,43009,2017,No
5523,629,Mastercard,Debit (Prepaid),5433671830348176,44621,732,Yes,1,80,39753,2008,No
2560,629,Mastercard,Debit,5164347231652886,45383,14,Yes,2,24739,39539,2011,No
4712,629,Mastercard,Debit,5774618783513739,43831,902,Yes,2,32447,40057,2009,No
124,629,Amex,Credit,335499499050062,44136,520,No,2,20900,39083,2007,No
5392,1211,Visa,Debit,4208678188310578,45413,462,Yes,1,23912,37926,2009,No
2400,1211,Amex,Credit,344420840489865,45597,330,Yes,2,8200,35886,2010,No
3721,1211,Visa,Debit,4904264423390551,39479,240,Yes,2,119,38169,2012,No
5563,1211,Mastercard,Debit,5291048760665798,42826,940,Yes,1,19137,40118,2012,No
5524,823,Mastercard,Debit,5594052672345392,44470,748,Yes,1,13609,39753,2010,No
2868,823,Visa,Credit,4009130422427807,44228,247,Yes,2,8600,38108,2012,No
1400,1304,Amex,Credit,303823669078373,43862,876,Yes,2,27000,43862,2020,No
426,1304,Discover,Credit,6262934801438359,44348,565,Yes,2,17500,43831,2020,No
791,1304,Visa,Credit,4619139517493572,43862,681,Yes,1,21000,43831,2020,No
2639,89,Mastercard,Debit,5250142801861718,44958,485,Yes,2,9401,40269,2011,No
5584,89,Visa,Debit,4411314646067924,45078,47,Yes,2,17146,40118,2009,No
2998,89,Mastercard,Debit,5384107443816532,44348,90,Yes,2,10863,39934,2011,No
2640,89,Mastercard,Debit,5291753153918147,43282,855,Yes,1,9742,40269,2010,No
1544,1751,Mastercard,Credit,5089899761133479,44228,743,Yes,2,4600,43862,2020,No
792,1751,Visa,Debit,4756400836306008,44743,401,Yes,1,29925,43831,2020,No
5377,888,Mastercard,Debit,5551460726922763,44378,115,Yes,2,10305,37561,2010,No
4668,81,Mastercard,Credit,5419443574655374,45200,520,Yes,2,13300,39692,2008,No
2897,81,Mastercard,Debit (Prepaid),5391276903408071,41183,935,Yes,2,48,38838,2014,No
96,81,Mastercard,Credit,5810850276328483,43831,877,No,2,0,38718,2012,No
4525,81,Visa,Credit,4328702811759379,44593,564,No,1,10600,37500,2013,No
2962,81,Mastercard,Debit,5054918583369098,44256,18,Yes,2,1778,39569,2011,No
793,1021,Visa,Debit,4907163278067635,44440,857,Yes,1,47523,43831,2020,No
522,1021,Mastercard,Debit (Prepaid),5147465861467114,45383,905,Yes,1,82,43831,2020,No
3112,826,Amex,Credit,304617902043505,42795,382,Yes,1,19400,41030,2012,No
311,826,Mastercard,Debit,5496405569223399,41944,30,Yes,1,23403,41275,2013,No
69,826,Mastercard,Credit,5019514365242810,45413,508,Yes,1,13900,38353,2012,No
4966,87,Mastercard,Debit (Prepaid),5251447871603744,39508,292,Yes,1,95,37530,2011,No
3607,87,Mastercard,Debit,5210434230147620,44713,262,Yes,2,20417,42522,2016,No
109,87,Visa,Credit,4372177587368958,44682,450,Yes,1,6300,38718,2011,No
6118,1833,Mastercard,Debit,5198052110187452,43831,912,Yes,1,16064,42705,2016,No
1545,1833,Mastercard,Debit (Prepaid),5390138872145738,43891,267,Yes,1,98,43862,2020,No
2345,1833,Visa,Debit,4078898258495002,42186,929,Yes,2,16386,42064,2015,No
1818,1833,Visa,Credit,4301058381185328,44986,147,Yes,1,10100,43862,2020,No
794,1833,Visa,Debit,4256933161358353,44105,83,Yes,2,3472,43831,2020,No
395,829,Amex,Credit,336470004427582,44652,487,Yes,1,7700,43831,2020,No
523,829,Mastercard,Debit,5898279833645788,45200,139,Yes,3,11018,43831,2020,No
3636,829,Visa,Credit,4066440794075203,45383,921,Yes,2,8200,43252,2018,No
3840,1879,Mastercard,Debit,5201386771432172,43344,392,Yes,1,4976,39630,2008,No
5399,1879,Amex,Credit,320871039524025,43282,845,Yes,1,4100,38292,2009,No
4560,236,Visa,Debit,4003314505746426,44378,531,Yes,2,6076,38231,2011,No
1546,1619,Mastercard,Credit,5218007897890577,44531,185,Yes,3,8000,43862,2020,No
1443,1619,Discover,Credit,6997197066610978,45139,619,Yes,2,14600,43862,2020,No
5111,1619,Mastercard,Credit,5105294422027242,45352,831,Yes,1,8300,39722,2010,No
3015,1619,Visa,Debit,4063054242876751,45505,647,Yes,2,19054,39934,2017,No
1547,1146,Mastercard,Debit,5078853441156478,43891,930,Yes,1,29265,43862,2020,No
1548,1146,Mastercard,Debit,5547476180953081,43862,765,Yes,1,22245,43862,2020,No
1549,1146,Mastercard,Debit,5788341339048168,44470,750,Yes,2,17028,43862,2020,No
1172,803,Mastercard,Debit (Prepaid),5390318153988797,43862,243,Yes,2,67,39845,2014,No
3222,803,Discover,Credit,6713344750325700,38626,728,Yes,2,15300,37043,2011,No
4882,803,Mastercard,Debit,5918188974230799,44197,670,Yes,1,20552,42248,2015,No
524,193,Mastercard,Debit (Prepaid),5412046613062340,44256,587,Yes,2,32,43831,2020,No
297,1686,Mastercard,Debit,5422337679062478,45323,976,Yes,1,48003,40909,2012,No
2617,1686,Visa,Credit,4623874187817166,45474,385,Yes,1,16300,39904,2013,No
2999,1686,Mastercard,Credit,5430681770747921,45383,594,Yes,2,10800,39934,2010,No
89,1959,Amex,Credit,398744318776089,44228,992,Yes,2,11100,38718,2009,No
1281,1342,Visa,Debit (Prepaid),4971872629769691,44713,724,Yes,3,64,40575,2011,No
2070,1371,Visa,Credit,4007064696917946,44866,478,Yes,1,17300,38047,2007,No
2328,1371,Mastercard,Credit,5282316108928795,45017,378,Yes,1,13900,41699,2014,No
3117,1371,Mastercard,Debit,5739342319047051,43862,749,Yes,2,23807,41030,2012,No
4059,1371,Visa,Debit (Prepaid),4025636893394293,44348,112,No,2,140,42917,2017,No
4446,1371,Mastercard,Debit,5969443034028028,45627,783,Yes,2,26329,42217,2015,No
3929,1371,Mastercard,Debit,5572820991241224,45170,178,No,1,25224,40360,2011,No
4387,1067,Discover,Credit,6276276211895289,44166,681,Yes,2,8500,41122,2012,No
1063,1067,Visa,Credit,4690211102957031,45078,820,No,1,11200,38384,2009,No
3382,1067,Mastercard,Debit,5309046764363183,41275,336,Yes,2,14576,39600,2011,No
3016,1067,Visa,Credit,4668940576231188,44287,310,Yes,1,9000,39934,2009,No
1819,1067,Visa,Debit,4937598275581336,43983,557,Yes,1,21409,43862,2020,No
2602,1019,Mastercard,Debit,5722539468448178,41699,567,Yes,2,7406,39904,2014,No
5170,1019,Visa,Credit,4318814007161209,42430,388,Yes,2,3300,40087,2010,No
5112,1019,Mastercard,Credit,5436428996800938,45231,845,Yes,1,7300,39722,2010,No
4794,1019,Visa,Debit,4811603557913131,45566,994,Yes,1,4386,40422,2016,No
6025,1568,Visa,Credit,4165611178865695,45108,388,Yes,1,13000,40513,2012,No
977,1568,Mastercard,Debit,5318873508559141,43922,125,Yes,2,14418,36557,2005,No
3000,1568,Mastercard,Debit,5390794078159439,44743,644,Yes,2,9120,39934,2013,No
2913,1765,Visa,Debit,4240386642532591,41306,460,Yes,1,11588,38838,2008,No
4808,1765,Mastercard,Credit,5529087189553039,45200,242,No,1,7500,40787,2011,No
4376,1765,Visa,Debit,4874991494846383,40787,140,Yes,2,18042,40756,2011,No
5731,1875,Mastercard,Debit,5208237598527230,43313,261,Yes,2,13694,43040,2017,No
4100,1875,Mastercard,Debit,5198979610127128,44287,198,Yes,2,15849,37104,2009,No
4167,1875,Visa,Debit,4557993037807765,45444,133,Yes,1,16566,38565,2009,No
5955,1875,Discover,Credit,6626432321225878,41000,326,Yes,1,10400,40148,2009,No
1550,1111,Mastercard,Credit,5222647370028655,43862,719,Yes,1,9200,43862,2020,No
1551,1111,Mastercard,Debit,5809837164960502,43862,924,Yes,2,17967,43862,2020,No
396,1111,Amex,Credit,396462574931667,44197,620,Yes,2,8400,43831,2020,No
525,1160,Mastercard,Debit,5422957944601642,45536,948,Yes,1,14168,43831,2020,No
1820,1160,Visa,Debit,4123194661733540,43983,64,Yes,1,3149,43862,2020,No
1552,1574,Mastercard,Debit,5782529755084769,45017,269,Yes,1,13161,43862,2020,No
1041,189,Visa,Credit,4754358973470963,44075,373,Yes,2,11700,38018,2008,No
1370,189,Mastercard,Debit,5027764290591247,43466,566,Yes,1,17678,42767,2017,No
4887,189,Visa,Debit (Prepaid),4326629340318761,43922,522,Yes,1,81,42248,2015,No
4055,189,Mastercard,Debit,5305887216431015,44927,421,Yes,2,26231,42917,2017,No
2367,466,Visa,Credit,4856130775211817,44501,465,Yes,1,7700,42795,2017,No
5467,466,Visa,Credit,4665143171978631,44774,867,Yes,1,6800,39022,2009,No
2247,466,Mastercard,Debit,5937799398015248,44986,923,Yes,2,736,40238,2015,No
5263,659,Visa,Debit (Prepaid),4060923248609933,43313,596,Yes,1,96,41183,2012,No
5304,659,Mastercard,Debit,5310596598623892,42826,141,No,1,14977,42278,2015,No
1821,659,Visa,Debit,4341345706839092,45017,273,Yes,1,13162,43862,2020,No
4864,659,Visa,Debit,4623542302475012,43770,482,Yes,2,17649,41518,2013,No
5658,659,Visa,Debit,4494703150961667,44228,363,Yes,1,10538,40848,2011,No
5486,659,Mastercard,Credit,5605519998768278,44593,522,Yes,2,10500,39387,2011,No
128,659,Mastercard,Debit (Prepaid),5315223005212889,44136,984,Yes,2,74,39083,2010,No
4973,942,Visa,Debit,4374159186975002,43132,407,Yes,1,39441,37530,2008,No
3174,942,Mastercard,Debit,5253617024037347,44866,224,Yes,2,27720,42491,2016,No
2670,942,Amex,Credit,376110023635089,45047,593,Yes,1,20800,40634,2013,No
2772,942,Visa,Credit,4309882951597541,44835,139,Yes,2,5300,42826,2017,No
22,1234,Visa,Debit (Prepaid),4634294164066043,44927,50,No,1,65,36892,2007,No
1822,841,Visa,Debit,4252420197645247,44409,661,Yes,2,20182,43862,2020,No
795,841,Visa,Credit,4729190647946641,43831,219,Yes,2,8700,43831,2020,No
796,1388,Visa,Credit,4272312295078550,43952,575,Yes,1,23300,43831,2020,No
797,1388,Visa,Debit,4159082277360922,43862,566,Yes,1,8989,43831,2020,No
1553,1056,Mastercard,Debit,5227469913438853,45323,788,Yes,1,41816,43862,2020,No
798,1056,Visa,Debit,4669977836863167,43891,452,Yes,1,16202,43831,2020,No
3586,1056,Visa,Debit,4339544686242558,44105,141,Yes,2,39457,41791,2014,No
3441,345,Visa,Credit,4346937080498804,45536,769,Yes,3,7900,39965,2009,No
1084,308,Mastercard,Credit,5603668323038217,44927,118,Yes,2,7400,38749,2008,No
3628,308,Mastercard,Debit (Prepaid),5677571318458572,45139,426,Yes,2,107,43252,2018,No
2421,1922,Visa,Debit (Prepaid),4910699106963260,44256,36,Yes,1,24,36982,2009,No
3280,1156,Visa,Debit,4129256843458775,44774,936,Yes,2,88743,38139,2010,No
12,1156,Visa,Credit,4008696033204121,44958,124,No,1,57200,36161,2011,No
3143,1156,Discover,Credit,6822627615926082,44774,344,No,1,2500,41760,2014,No
4128,1156,Mastercard,Debit,5843025504634580,40148,568,Yes,1,151223,38200,2009,No
175,1156,Visa,Credit,4860334220798378,43862,146,Yes,1,61100,39448,2010,No
3764,561,Mastercard,Debit,5250625336912959,44652,326,Yes,1,26960,38899,2010,No
6053,561,Visa,Debit,4295691183724130,44896,78,Yes,1,16531,40878,2011,No
2716,561,Mastercard,Debit (Prepaid),5918296616309874,45413,983,Yes,1,69,41365,2013,No
6119,561,Mastercard,Debit,5051979533646210,44409,72,Yes,1,14054,42705,2016,No
4575,561,Mastercard,Credit,5175842699412235,45627,438,Yes,1,9100,38596,2015,No
526,507,Mastercard,Debit (Prepaid),5366433748394946,43862,959,Yes,3,74,43831,2020,No
5316,1522,Visa,Credit,4260588104283621,45444,646,Yes,2,23000,42644,2016,No
5213,1522,Visa,Credit,4328913170467623,45536,875,Yes,2,21900,40452,2013,No
368,1522,Mastercard,Credit,5856087823647751,43862,101,Yes,2,11200,43101,2018,No
5545,695,Visa,Debit,4918920924597941,44166,463,Yes,1,22676,39753,2012,No
3442,285,Visa,Debit (Prepaid),4099931530727553,44593,393,Yes,1,65,39965,2009,No
4196,285,Discover,Credit,6749467984713176,40391,619,Yes,2,12000,39295,2012,No
2156,285,Visa,Debit,4141516913053061,43952,962,Yes,1,20723,39142,2013,No
2927,285,Mastercard,Credit,5158289509346685,44927,32,Yes,2,11500,39203,2007,No
5747,285,Discover,Credit,6676808854553552,44287,65,Yes,2,7300,33573,2009,No
5041,113,Amex,Credit,300105541992311,40360,939,No,1,14400,38991,2010,No
3608,113,Mastercard,Credit,5263770459718869,44470,775,Yes,2,14200,42522,2016,No
3705,113,Visa,Debit,4642596554799017,43983,494,Yes,1,18818,37803,2008,No
4586,113,Visa,Debit,4197307053098795,44593,125,Yes,1,20509,38596,2007,No
4526,113,Visa,Debit,4171435281156177,44927,914,Yes,1,17510,37500,2008,No
4937,1039,Visa,Debit,4510409231872101,45444,704,Yes,1,3335,36069,2012,No
5791,1039,Mastercard,Debit,5804171060704037,43862,104,Yes,2,4598,37956,2017,No
304,1039,Visa,Credit,4015655705133748,43831,144,Yes,2,4900,40909,2012,No
5004,1039,Mastercard,Debit,5955617938111739,41487,483,Yes,2,18498,38261,2010,No
2943,176,Visa,Debit,4801908937828143,45323,380,Yes,2,7312,39203,2008,No
2603,176,Mastercard,Debit,5064601983715345,45444,589,Yes,2,34799,39904,2014,No
972,176,Visa,Debit,4826493105617247,44287,588,Yes,2,19882,36192,2010,No
6026,176,Visa,Debit (Prepaid),4787366069867365,43800,787,Yes,2,57,40513,2017,No
2049,1104,Visa,Debit,4860568003530350,38504,137,Yes,1,14383,37681,2011,No
4507,1104,Visa,Debit,4699453860223857,38687,654,No,1,20666,36770,2011,No
4768,1104,Mastercard,Credit,5708794034518412,45383,59,No,1,8600,40422,2012,No
4849,1104,Mastercard,Credit,5882977035145192,44470,491,Yes,2,11400,41518,2013,No
3994,1104,Mastercard,Debit,5229188034672607,41244,135,Yes,2,19695,41091,2012,No
5766,1104,Visa,Debit,4061173043608031,44317,265,Yes,1,16578,36861,2010,No
5297,946,Visa,Credit,4489171973874626,44075,973,Yes,2,8700,41913,2014,No
5403,946,Mastercard,Credit,5004215911399097,44562,811,Yes,1,10600,38292,2013,No
97,946,Mastercard,Debit,5079585270593856,44228,606,Yes,1,12925,38718,2010,No
4487,946,Mastercard,Debit,5364046151913832,35704,969,Yes,2,906,34578,2013,No
527,1465,Mastercard,Credit,5118544604271729,44927,774,Yes,1,11600,43831,2020,No
4903,1465,Amex,Credit,315010583302267,44348,201,Yes,2,10700,42979,2017,No
1173,1465,Mastercard,Debit,5023279394330752,44593,976,No,1,42142,39845,2010,No
1554,25,Mastercard,Credit,5947629329454123,43862,571,Yes,1,4000,43862,2020,No
1350,571,Amex,Credit,398280185520858,42309,89,Yes,2,7200,42036,2015,No
312,571,Mastercard,Debit,5611435574657615,44958,150,Yes,2,13019,41275,2013,No
4047,571,Visa,Debit,4401126536336200,45231,42,Yes,1,16647,42552,2016,No
5960,571,Mastercard,Debit,5060522440059037,42767,556,Yes,1,12247,40148,2009,No
528,1396,Mastercard,Debit (Prepaid),5683429952038146,43862,101,Yes,1,23,43831,2020,No
799,1396,Visa,Debit (Prepaid),4412629636683083,45413,282,Yes,1,91,43831,2020,No
1555,1396,Mastercard,Debit (Prepaid),5887279363070093,43862,119,Yes,2,77,43862,2020,No
1823,599,Visa,Debit,4802532694603491,44256,868,Yes,1,82677,43862,2020,No
800,599,Visa,Credit,4190870670928435,45108,928,Yes,2,23400,43831,2020,No
529,599,Mastercard,Debit,5040077771754434,43831,475,Yes,1,72868,43831,2020,No
4539,1074,Visa,Debit,4479936453853477,45536,793,No,2,15029,37865,2007,No
3903,1074,Visa,Credit,4131571170230452,44317,738,Yes,1,9700,39995,2013,No
5961,1074,Mastercard,Debit,5531150587815560,45261,428,Yes,2,6847,40148,2009,No
2044,1074,Mastercard,Credit,5291527325386659,44743,396,Yes,2,4800,37681,2011,No
4108,1074,Mastercard,Debit,5482406481344925,44593,332,Yes,1,17294,37469,2010,No
5680,214,Visa,Credit,4159886669620519,41214,693,Yes,3,0,41214,2012,No
5005,771,Mastercard,Debit,5024268740137327,45566,738,Yes,2,5857,38261,2007,No
4986,771,Mastercard,Debit,5778350556346106,44927,199,Yes,2,17536,37895,2010,No
3803,771,Mastercard,Debit (Prepaid),5559733534356395,44075,153,Yes,2,61,39264,2016,No
5104,520,Amex,Credit,371903508360130,45383,251,Yes,1,13300,39722,2014,No
2020,520,Mastercard,Debit,5905896056968976,44682,924,Yes,1,34278,36951,2010,No
4129,520,Mastercard,Debit,5844997309688106,39356,563,Yes,2,38235,38200,2016,No
3948,520,Visa,Debit,4719754046419733,45536,990,No,2,1587,40360,2013,No
2659,520,Visa,Debit,4594555086793748,44835,454,Yes,2,28156,40269,2010,No
5468,288,Visa,Credit,4591747777139073,44682,694,No,1,6500,39022,2018,No
6039,288,Mastercard,Debit,5592784175875657,41183,692,Yes,2,4324,40878,2011,No
3497,288,Visa,Debit,4495057265994448,44562,846,Yes,2,1112,40330,2010,No
1824,1979,Visa,Credit,4461982939631759,43862,706,Yes,1,19600,43862,2020,No
2548,1979,Visa,Debit,4086265157159129,45047,965,Yes,2,15182,39173,2009,No
4396,1979,Visa,Credit,4813172947971800,42856,550,Yes,1,14200,41122,2012,No
2812,1979,Mastercard,Debit,5393830319691225,44774,765,Yes,1,30065,37012,2011,No
1825,1253,Visa,Credit,4254314337252554,44682,597,No,1,10600,43862,2020,No
5691,1253,Visa,Debit,4792077988071121,44044,969,Yes,1,39764,41579,2013,No
3841,1253,Mastercard,Debit,5546499017389142,45200,468,Yes,1,27208,39630,2008,No
2248,1253,Mastercard,Debit,5498290106887759,42430,927,No,1,29637,40238,2010,No
1556,1253,Mastercard,Debit,5969016640971734,43862,625,Yes,1,24442,43862,2020,No
2561,1253,Mastercard,Debit,5805455899430052,45536,461,Yes,2,28390,39539,2008,No
4869,311,Amex,Credit,398921295633424,45292,659,Yes,2,6600,41883,2014,No
4094,311,Mastercard,Debit,5922157962642456,39356,869,Yes,1,11510,36373,2011,No
4600,311,Mastercard,Credit,5840051343792983,41061,650,Yes,1,6400,38961,2011,No
93,311,Discover,Credit,6129847719830710,45505,972,Yes,1,1800,38718,2007,No
81,1346,Visa,Credit,4509891646969778,45352,503,Yes,2,1500,38353,2009,No
801,1346,Visa,Debit,4836727908429089,43831,314,Yes,1,14813,43831,2020,No
2877,1622,Mastercard,Debit,5215629197170613,44166,502,Yes,2,40176,38473,2009,No
90,852,Amex,Credit,377759808724051,45200,360,Yes,1,10300,38718,2013,No
1282,852,Visa,Credit,4373234712011855,43831,735,Yes,2,4400,40575,2011,No
4187,852,Visa,Debit,4251519859550278,43556,637,Yes,2,15878,38930,2008,No
4039,1394,Visa,Credit,4812870507989207,43983,393,Yes,2,8500,42186,2015,No
530,1394,Mastercard,Debit,5610324213392857,45200,951,Yes,2,18022,43831,2020,No
3468,1394,Mastercard,Debit,5542638681640102,42522,555,Yes,1,19597,40330,2010,No
6027,1394,Visa,Debit,4365836294015490,44440,569,Yes,1,51504,40513,2010,No
82,957,Visa,Debit,4823239404534030,44470,123,Yes,2,28717,38353,2014,No
5042,957,Amex,Credit,335477025007820,44501,741,No,1,7100,38991,2006,No
4532,957,Mastercard,Debit,5405712448987535,43983,515,No,1,27974,37865,2012,No
5078,515,Mastercard,Debit,5713915813035539,44896,155,No,2,6629,39356,2008,No
5487,515,Mastercard,Debit,5554873957809710,45352,511,Yes,2,2093,39387,2015,No
3984,515,Visa,Debit,4170871321743414,45170,676,Yes,2,27053,40725,2011,No
3235,515,Mastercard,Debit,5870786595656028,45047,221,Yes,2,15800,37408,2012,No
2831,1303,Visa,Debit,4178535461392083,42125,804,Yes,1,20699,37377,2008,No
2705,1303,Visa,Debit,4671850635889899,44136,859,Yes,2,31662,41000,2012,No
6000,1303,Mastercard,Credit,5219123186357731,45078,5,Yes,1,18900,40513,2011,No
5059,1303,Visa,Credit,4135829985251308,39022,69,Yes,2,14200,38991,2010,No
6085,1303,Mastercard,Debit,5434239693376748,44896,501,Yes,2,25292,41609,2013,No
1557,1303,Mastercard,Debit,5483162440698414,44986,973,Yes,1,19299,43862,2020,No
4226,1303,Visa,Debit,4815904170762930,42795,581,Yes,2,27215,39295,2010,No
3765,1287,Mastercard,Debit,5461068745624979,41000,47,Yes,2,10934,38899,2015,No
5564,296,Mastercard,Credit,5831265252494760,42095,530,Yes,2,20300,40118,2010,No
4939,296,Amex,Credit,364958962386268,41183,140,Yes,2,9700,36434,2007,No
3331,296,Visa,Debit (Prepaid),4237846626072618,45139,204,No,2,87,38869,2006,No
1330,1059,Visa,Credit,4365828013345605,44958,945,Yes,2,11700,41306,2013,No
2641,1059,Mastercard,Debit,5577607865497293,45627,463,Yes,2,16460,40269,2010,No
4483,1059,Visa,Debit,4602472596754075,45017,588,Yes,1,27036,43678,2019,No
5641,1378,Amex,Credit,343796888595234,43983,130,Yes,2,3100,40848,2011,No
283,1378,Visa,Debit,4686786422368480,44409,648,Yes,1,21757,40544,2011,No
4227,1378,Visa,Debit,4584216972557578,44378,880,Yes,2,15925,39295,2007,No
2921,1378,Amex,Credit,335015591165588,43800,916,Yes,1,10100,39203,2016,No
4066,1297,Mastercard,Debit,5198483282511111,44743,392,Yes,2,20660,43282,2018,No
1242,1297,Visa,Debit,4470355925741360,44682,231,Yes,1,18301,40210,2010,No
5627,1297,Visa,Credit,4118885453058690,40664,419,Yes,2,14200,40483,2018,No
5982,1727,Visa,Debit,4475380884726150,45444,972,Yes,1,24230,40148,2011,No
319,1727,Visa,Debit,4304585079155855,41548,340,Yes,1,19636,41275,2013,No
1379,1727,Mastercard,Debit (Prepaid),5000846807980564,45474,345,Yes,3,102,43132,2018,No
5329,1727,Mastercard,Debit,5655027232477390,44805,848,Yes,2,21218,43374,2018,No
4918,1727,Visa,Debit,4602706416826257,44256,862,Yes,2,27066,43344,2018,No
3766,1727,Mastercard,Debit,5180082121310715,42522,148,Yes,2,19723,38899,2010,No
1826,310,Visa,Debit,4906910670363168,44166,443,Yes,2,21990,43862,2020,No
531,310,Mastercard,Debit,5037135277339675,44501,719,Yes,2,26251,43831,2020,No
1359,673,Visa,Debit,4815588963693440,44652,752,No,2,14614,42036,2015,No
2422,673,Visa,Credit,4239689640583423,44866,10,Yes,1,12800,36982,2003,No
978,673,Mastercard,Debit,5965680471968381,38749,491,Yes,2,17897,36557,2013,No
1827,673,Visa,Credit,4023269244492110,45444,413,Yes,1,8700,43862,2020,No
4570,1283,Amex,Credit,388335286539294,44440,695,Yes,2,19500,38596,2007,No
2341,1283,Mastercard,Debit,5418596356337176,42156,899,Yes,1,24111,42064,2015,No
5305,1283,Mastercard,Debit,5930575507132281,45078,751,Yes,1,34839,42278,2015,No
3469,1283,Mastercard,Credit,5293527173763220,45017,542,Yes,1,12800,40330,2012,No
5404,1239,Mastercard,Credit,5073085904399854,44470,19,Yes,2,9600,38292,2011,No
3744,1239,Visa,Debit,4046787704522231,44652,654,Yes,2,15112,38534,2016,No
532,1239,Mastercard,Credit,5539431041002735,45536,932,Yes,2,11100,43831,2020,No
1243,1239,Visa,Debit,4488660162981931,45078,852,Yes,1,14295,40210,2010,No
533,1691,Mastercard,Credit,5618482408174959,43862,793,Yes,1,5400,43831,2020,No
225,1078,Mastercard,Debit,5792661772040761,45200,862,Yes,2,18092,40179,2015,No
5488,1078,Mastercard,Debit,5446646218200600,44896,473,Yes,2,23244,39387,2007,No
4397,124,Visa,Debit,4886036634951653,45017,841,Yes,1,12639,41122,2012,No
4022,124,Mastercard,Debit,5208111902646302,44531,143,Yes,1,13482,41821,2014,No
3050,124,Mastercard,Debit,5683051566552763,45352,924,Yes,1,13022,40299,2010,No
2725,124,Mastercard,Debit,5024398810633935,43862,575,No,2,23999,41730,2014,No
2819,99,Visa,Debit,4388509355512107,43831,52,Yes,2,12837,37012,2013,No
3345,99,Mastercard,Debit,5133994303927341,41091,12,Yes,1,25177,39234,2012,No
2869,99,Visa,Credit,4999872563975234,38718,258,Yes,1,18800,38108,2011,No
2736,1722,Visa,Credit,4012239673381945,43891,960,Yes,2,3900,41730,2014,No
427,562,Discover,Credit,6491563889949652,44958,834,Yes,2,7200,43831,2020,No
3250,750,Mastercard,Debit,5040046262063377,45627,731,Yes,2,11749,37773,2015,No
